# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: org.sample.ECDSABenchmark.benchmarkKeyGeneration

# Run progress: 0.00% complete, ETA 02:05:00
# Fork: 1 of 5
# Warmup Iteration   1: ≈ 10⁻⁵ ops/ns
# Warmup Iteration   2: ≈ 10⁻⁵ ops/ns
# Warmup Iteration   3: ≈ 10⁻⁵ ops/ns
# Warmup Iteration   4: ≈ 10⁻⁵ ops/ns
# Warmup Iteration   5: ≈ 10⁻⁵ ops/ns
                 p1.00:   2252800.000 ns/op

Iteration   3: 249839.054 ±(99.9%) 2503.869 ns/op
                 p0.00:   216576.000 ns/op
                 p0.50:   233728.000 ns/op
                 p0.90:   265216.000 ns/op
                 p0.95:   294912.000 ns/op
                 p0.99:   437248.000 ns/op
                 p0.999:  1811271.680 ns/op
                 p0.9999: 2122748.723 ns/op
                 p1.00:   2142208.000 ns/op

Iteration   4: 249113.929 ±(99.9%) 2421.588 ns/op
                 p0.00:   217856.000 ns/op
                 p0.50:   233728.000 ns/op
                 p0.90:   265676.800 ns/op
                 p0.95:   296960.000 ns/op
                 p0.99:   407552.000 ns/op
                 p0.999:  1821765.632 ns/op
                 p0.9999: 2113738.547 ns/op
                 p1.00:   2277376.000 ns/op

Iteration   5: 249580.436 ±(99.9%) 2510.632 ns/op
                 p0.00:   217600.000 ns/op
                 p0.50:   233472.000 ns/op
                 p0.90:   264192.000 ns/op
                 p0.95:   295424.000 ns/op
                 p0.99:   427520.000 ns/op
                 p0.999:  1810432.000 ns/op
                 p0.9999: 2013365.248 ns/op
                 p1.00:   2037760.000 ns/op


# Run progress: 77.33% complete, ETA 00:28:23
# Fork: 4 of 5
# Warmup Iteration   1: 256427.343 ±(99.9%) 2957.117 ns/op
# Warmup Iteration   2: 250136.128 ±(99.9%) 2523.697 ns/op
# Warmup Iteration   3: 250269.532 ±(99.9%) 2587.533 ns/op
# Warmup Iteration   4: 249814.953 ±(99.9%) 2487.566 ns/op
# Warmup Iteration   5: 249025.014 ±(99.9%) 2498.010 ns/op
Iteration   1: 248963.292 ±(99.9%) 2487.309 ns/op
                 p0.00:   216576.000 ns/op
                 p0.50:   232704.000 ns/op
                 p0.90:   264704.000 ns/op
                 p0.95:   294912.000 ns/op
                 p0.99:   435691.520 ns/op
                 p0.999:  1794039.808 ns/op
                 p0.9999: 2062732.902 ns/op
                 p1.00:   2113536.000 ns/op

Iteration   2: 251728.993 ±(99.9%) 2615.484 ns/op
                 p0.00:   217856.000 ns/op
                 p0.50:   233216.000 ns/op
                 p0.90:   270848.000 ns/op
                 p0.95:   309760.000 ns/op
                 p0.99:   458240.000 ns/op
                 p0.999:  1796866.048 ns/op
                 p0.9999: 2485328.282 ns/op
                 p1.00:   3739648.000 ns/op

Iteration   3: 249780.587 ±(99.9%) 2506.489 ns/op
                 p0.00:   217344.000 ns/op
                 p0.50:   232960.000 ns/op
                 p0.90:   266752.000 ns/op
                 p0.95:   300032.000 ns/op
                 p0.99:   434176.000 ns/op
                 p0.999:  1808384.000 ns/op
                 p0.9999: 2153388.442 ns/op
                 p1.00:   2211840.000 ns/op

Iteration   4: 249903.762 ±(99.9%) 2464.364 ns/op
                 p0.00:   218880.000 ns/op
                 p0.50:   233472.000 ns/op
                 p0.90:   264704.000 ns/op
                 p0.95:   297984.000 ns/op
                 p0.99:   452925.440 ns/op
                 p0.999:  1802571.776 ns/op
                 p0.9999: 2009965.978 ns/op
                 p1.00:   2215936.000 ns/op

Iteration   5: 251420.333 ±(99.9%) 2526.348 ns/op
                 p0.00:   219392.000 ns/op
                 p0.50:   234496.000 ns/op
                 p0.90:   266240.000 ns/op
                 p0.95:   302080.000 ns/op
                 p0.99:   453632.000 ns/op
                 p0.999:  1837389.824 ns/op
                 p0.9999: 2175874.662 ns/op
                 p1.00:   2297856.000 ns/op


# Run progress: 78.67% complete, ETA 00:26:43
# Fork: 5 of 5
# Warmup Iteration   1: 258774.581 ±(99.9%) 3129.261 ns/op
# Warmup Iteration   2: 250490.427 ±(99.9%) 2500.630 ns/op
# Warmup Iteration   3: 250880.458 ±(99.9%) 2526.663 ns/op
# Warmup Iteration   4: 251097.156 ±(99.9%) 2479.873 ns/op
# Warmup Iteration   5: 250780.741 ±(99.9%) 2458.801 ns/op
Iteration   1: 250002.657 ±(99.9%) 2423.199 ns/op
                 p0.00:   217856.000 ns/op
                 p0.50:   233728.000 ns/op
                 p0.90:   265216.000 ns/op
                 p0.95:   296448.000 ns/op
                 p0.99:   451072.000 ns/op
                 p0.999:  1772281.856 ns/op
                 p0.9999: 1994180.403 ns/op
                 p1.00:   2015232.000 ns/op

Iteration   2: 250318.027 ±(99.9%) 2550.946 ns/op
                 p0.00:   218368.000 ns/op
                 p0.50:   233728.000 ns/op
                 p0.90:   265216.000 ns/op
                 p0.95:   298368.000 ns/op
                 p0.99:   436147.200 ns/op
                 p0.999:  1844367.360 ns/op
                 p0.9999: 2122895.360 ns/op
                 p1.00:   2220032.000 ns/op

Iteration   3: 250273.152 ±(99.9%) 2493.095 ns/op
                 p0.00:   218624.000 ns/op
                 p0.50:   233728.000 ns/op
                 p0.90:   265728.000 ns/op
                 p0.95:   296960.000 ns/op
                 p0.99:   440396.800 ns/op
                 p0.999:  1811138.560 ns/op
                 p0.9999: 2097505.280 ns/op
                 p1.00:   2121728.000 ns/op

Iteration   4: 250342.274 ±(99.9%) 2487.391 ns/op
                 p0.00:   218880.000 ns/op
                 p0.50:   233728.000 ns/op
                 p0.90:   264704.000 ns/op
                 p0.95:   296448.000 ns/op
                 p0.99:   441943.040 ns/op
                 p0.999:  1779951.616 ns/op
                 p0.9999: 1939381.862 ns/op
                 p1.00:   1961984.000 ns/op

Iteration   5: 251238.901 ±(99.9%) 2448.705 ns/op
                 p0.00:   218112.000 ns/op
                 p0.50:   233728.000 ns/op
                 p0.90:   269312.000 ns/op
                 p0.95:   306688.000 ns/op
                 p0.99:   462341.120 ns/op
                 p0.999:  1807992.832 ns/op
                 p0.9999: 1966619.238 ns/op
                 p1.00:   2019328.000 ns/op



Result "org.sample.ECDSABenchmark.benchmarkSigning":
  N = 447108
  mean = 250222.542 ±(99.9%) 502.488 ns/op

  Histogram, ns/op:
    [      0.000,  250000.000) = 369408 
    [ 250000.000,  500000.000) = 74726 
    [ 500000.000,  750000.000) = 1065 
    [ 750000.000, 1000000.000) = 43 
    [1000000.000, 1250000.000) = 2 
    [1250000.000, 1500000.000) = 69 
    [1500000.000, 1750000.000) = 1058 
    [1750000.000, 2000000.000) = 647 
    [2000000.000, 2250000.000) = 77 
    [2250000.000, 2500000.000) = 9 
    [2500000.000, 2750000.000) = 1 
    [2750000.000, 3000000.000) = 1 
    [3000000.000, 3250000.000) = 0 
    [3250000.000, 3500000.000) = 1 
    [3500000.000, 3750000.000) = 1 

  Percentiles, ns/op:
      p(0.0000) = 216064.000 ns/op
     p(50.0000) = 233472.000 ns/op
     p(90.0000) = 266240.000 ns/op
     p(95.0000) = 300032.000 ns/op
     p(99.0000) = 442880.000 ns/op
     p(99.9000) = 1818624.000 ns/op
     p(99.9900) = 2085456.077 ns/op
     p(99.9990) = 2502384.230 ns/op
     p(99.9999) = 3739648.000 ns/op
    p(100.0000) = 3739648.000 ns/op


# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Sampling time
# Benchmark: org.sample.ECDSABenchmark.benchmarkVerification

# Run progress: 80.00% complete, ETA 00:25:03
# Fork: 1 of 5
# Warmup Iteration   1: 453875.051 ±(99.9%) 6334.423 ns/op
# Warmup Iteration   2: 427809.825 ±(99.9%) 4521.766 ns/op
# Warmup Iteration   3: 424048.324 ±(99.9%) 4217.771 ns/op
# Warmup Iteration   4: 423654.753 ±(99.9%) 4379.065 ns/op
# Warmup Iteration   5: 422927.769 ±(99.9%) 4309.355 ns/op
Iteration   1: 427603.245 ±(99.9%) 4503.194 ns/op
                 p0.00:   352768.000 ns/op
                 p0.50:   392192.000 ns/op
                 p0.90:   483840.000 ns/op
                 p0.95:   553984.000 ns/op
                 p0.99:   906158.080 ns/op
                 p0.999:  2156437.504 ns/op
                 p0.9999: 2451610.010 ns/op
                 p1.00:   2486272.000 ns/op

Iteration   2: 424397.688 ±(99.9%) 4396.352 ns/op
                 p0.00:   354304.000 ns/op
                 p0.50:   392192.000 ns/op
                 p0.90:   474112.000 ns/op
                 p0.95:   535552.000 ns/op
                 p0.99:   832368.640 ns/op
                 p0.999:  2159325.184 ns/op
                 p0.9999: 2398910.874 ns/op
                 p1.00:   2416640.000 ns/op

Iteration   3: 424017.489 ±(99.9%) 4397.742 ns/op
                 p0.00:   352768.000 ns/op
                 p0.50:   391680.000 ns/op
                 p0.90:   471552.000 ns/op
                 p0.95:   531456.000 ns/op
                 p0.99:   884142.080 ns/op
                 p0.999:  2116575.232 ns/op
                 p0.9999: 2349650.739 ns/op
                 p1.00:   2367488.000 ns/op

Iteration   4: 424115.138 ±(99.9%) 4358.284 ns/op
                 p0.00:   356352.000 ns/op
                 p0.50:   392192.000 ns/op
                 p0.90:   476160.000 ns/op
                 p0.95:   534528.000 ns/op
                 p0.99:   873472.000 ns/op
                 p0.999:  2121728.000 ns/op
                 p0.9999: 2441052.160 ns/op
                 p1.00:   2498560.000 ns/op

Iteration   5: 424047.766 ±(99.9%) 4446.230 ns/op
                 p0.00:   353280.000 ns/op
                 p0.50:   391168.000 ns/op
                 p0.90:   475648.000 ns/op
                 p0.95:   539648.000 ns/op
                 p0.99:   835522.560 ns/op
                 p0.999:  2134810.624 ns/op
                 p0.9999: 3416571.904 ns/op
                 p1.00:   3977216.000 ns/op


# Run progress: 81.33% complete, ETA 00:23:22
# Fork: 2 of 5
# Warmup Iteration   1: 456468.793 ±(99.9%) 6853.314 ns/op
# Warmup Iteration   2: 434257.051 ±(99.9%) 4316.980 ns/op
# Warmup Iteration   3: 437290.092 ±(99.9%) 4490.558 ns/op
# Warmup Iteration   4: 433312.017 ±(99.9%) 4315.174 ns/op
# Warmup Iteration   5: 432418.441 ±(99.9%) 4357.344 ns/op
Iteration   1: 433020.502 ±(99.9%) 4408.158 ns/op
                 p0.00:   363520.000 ns/op
                 p0.50:   401920.000 ns/op
                 p0.90:   481280.000 ns/op
                 p0.95:   542720.000 ns/op
                 p0.99:   837376.000 ns/op
                 p0.999:  2165166.080 ns/op
                 p0.9999: 2445565.952 ns/op
                 p1.00:   2506752.000 ns/op

Iteration   2: 436941.093 ±(99.9%) 4780.620 ns/op
                 p0.00:   358912.000 ns/op
                 p0.50:   402432.000 ns/op
                 p0.90:   489984.000 ns/op
                 p0.95:   566272.000 ns/op
                 p0.99:   952750.080 ns/op
                 p0.999:  2130026.496 ns/op
                 p0.9999: 5848521.114 ns/op
                 p1.00:   7208960.000 ns/op

Iteration   3: 432952.366 ±(99.9%) 4559.657 ns/op
                 p0.00:   361984.000 ns/op
                 p0.50:   402432.000 ns/op
                 p0.90:   481280.000 ns/op
                 p0.95:   542720.000 ns/op
                 p0.99:   839680.000 ns/op
                 p0.999:  2087106.560 ns/op
                 p0.9999: 5644752.896 ns/op
                 p1.00:   7258112.000 ns/op

Iteration   4: 432861.957 ±(99.9%) 4243.321 ns/op
                 p0.00:   359424.000 ns/op
                 p0.50:   402432.000 ns/op
                 p0.90:   479744.000 ns/op
                 p0.95:   544768.000 ns/op
                 p0.99:   825876.480 ns/op
                 p0.999:  2131394.560 ns/op
                 p0.9999: 2574214.758 ns/op
                 p1.00:   2662400.000 ns/op

Iteration   5: 433348.590 ±(99.9%) 4539.582 ns/op
                 p0.00:   359424.000 ns/op
                 p0.50:   402944.000 ns/op
                 p0.90:   480256.000 ns/op
                 p0.95:   543744.000 ns/op
                 p0.99:   824371.200 ns/op
                 p0.999:  2094946.304 ns/op
                 p0.9999: 5840410.624 ns/op
                 p1.00:   7512064.000 ns/op


# Run progress: 82.67% complete, ETA 00:21:42
# Fork: 3 of 5
# Warmup Iteration   1: 441884.616 ±(99.9%) 5631.377 ns/op
# Warmup Iteration   2: 416793.934 ±(99.9%) 4319.910 ns/op
# Warmup Iteration   3: 418555.669 ±(99.9%) 4290.404 ns/op
# Warmup Iteration   4: 417487.754 ±(99.9%) 4353.514 ns/op
# Warmup Iteration   5: 421510.800 ±(99.9%) 4369.307 ns/op
Iteration   1: 416988.176 ±(99.9%) 4292.943 ns/op
                 p0.00:   348160.000 ns/op
                 p0.50:   384512.000 ns/op
                 p0.90:   466432.000 ns/op
                 p0.95:   530073.600 ns/op
                 p0.99:   1049057.280 ns/op
                 p0.999:  2062336.000 ns/op
                 p0.9999: 2247539.917 ns/op
                 p1.00:   2256896.000 ns/op

Iteration   2: 416788.677 ±(99.9%) 4272.004 ns/op
                 p0.00:   349696.000 ns/op
                 p0.50:   385024.000 ns/op
                 p0.90:   467456.000 ns/op
                 p0.95:   527360.000 ns/op
                 p0.99:   888483.840 ns/op
                 p0.999:  2063751.168 ns/op
                 p0.9999: 2260992.000 ns/op
                 p1.00:   2260992.000 ns/op

Iteration   3: 417354.425 ±(99.9%) 4301.406 ns/op
                 p0.00:   345600.000 ns/op
                 p0.50:   384512.000 ns/op
                 p0.90:   467558.400 ns/op
                 p0.95:   537190.400 ns/op
                 p0.99:   972922.880 ns/op
                 p0.999:  2025390.080 ns/op
                 p0.9999: 2413966.131 ns/op
                 p1.00:   2555904.000 ns/op

Iteration   4: 416850.515 ±(99.9%) 4573.715 ns/op
                 p0.00:   348160.000 ns/op
                 p0.50:   384000.000 ns/op
                 p0.90:   465049.600 ns/op
                 p0.95:   531456.000 ns/op
                 p0.99:   961771.520 ns/op
                 p0.999:  2074157.056 ns/op
                 p0.9999: 5335041.638 ns/op
                 p1.00:   7249920.000 ns/op

Iteration   5: 422181.643 ±(99.9%) 4405.914 ns/op
                 p0.00:   352768.000 ns/op
                 p0.50:   385536.000 ns/op
                 p0.90:   482816.000 ns/op
                 p0.95:   558080.000 ns/op
                 p0.99:   1165066.240 ns/op
                 p0.999:  2025472.000 ns/op
                 p0.9999: 2997089.075 ns/op
                 p1.00:   3272704.000 ns/op


# Run progress: 84.00% complete, ETA 00:20:02
# Fork: 4 of 5
# Warmup Iteration   1: 455991.538 ±(99.9%) 5435.076 ns/op
# Warmup Iteration   2: 436248.756 ±(99.9%) 4381.590 ns/op
# Warmup Iteration   3: 437502.220 ±(99.9%) 4491.878 ns/op
# Warmup Iteration   4: 435343.020 ±(99.9%) 4375.088 ns/op
# Warmup Iteration   5: 435788.883 ±(99.9%) 4471.195 ns/op
Iteration   1: 438285.565 ±(99.9%) 4479.102 ns/op
                 p0.00:   366080.000 ns/op
                 p0.50:   403456.000 ns/op
                 p0.90:   491520.000 ns/op
                 p0.95:   563200.000 ns/op
                 p0.99:   1597440.000 ns/op
                 p0.999:  2047490.048 ns/op
                 p0.9999: 2597000.397 ns/op
                 p1.00:   2707456.000 ns/op

Iteration   2: 436388.518 ±(99.9%) 4533.936 ns/op
                 p0.00:   363008.000 ns/op
                 p0.50:   402944.000 ns/op
                 p0.90:   485888.000 ns/op
                 p0.95:   557260.800 ns/op
                 p0.99:   1083555.840 ns/op
                 p0.999:  2153283.584 ns/op
                 p0.9999: 2982307.430 ns/op
                 p1.00:   3260416.000 ns/op

Iteration   3: 435625.213 ±(99.9%) 4412.077 ns/op
                 p0.00:   363520.000 ns/op
                 p0.50:   403456.000 ns/op
                 p0.90:   483840.000 ns/op
                 p0.95:   548864.000 ns/op
                 p0.99:   856064.000 ns/op
                 p0.999:  2143805.440 ns/op
                 p0.9999: 2390772.941 ns/op
                 p1.00:   2412544.000 ns/op

Iteration   4: 434783.108 ±(99.9%) 4323.814 ns/op
                 p0.00:   363008.000 ns/op
                 p0.50:   403456.000 ns/op
                 p0.90:   484352.000 ns/op
                 p0.95:   546816.000 ns/op
                 p0.99:   848476.160 ns/op
                 p0.999:  2090168.320 ns/op
                 p0.9999: 2321044.685 ns/op
                 p1.00:   2330624.000 ns/op

Iteration   5: 435928.652 ±(99.9%) 4525.261 ns/op
                 p0.00:   358912.000 ns/op
                 p0.50:   402944.000 ns/op
                 p0.90:   485888.000 ns/op
                 p0.95:   552960.000 ns/op
                 p0.99:   951132.160 ns/op
                 p0.999:  2169552.896 ns/op
                 p0.9999: 2442582.426 ns/op
                 p1.00:   2445312.000 ns/op


# Run progress: 85.33% complete, ETA 00:18:22
# Fork: 5 of 5
# Warmup Iteration   1: 459526.239 ±(99.9%) 7389.497 ns/op
# Warmup Iteration   2: 433492.758 ±(99.9%) 4527.077 ns/op
# Warmup Iteration   3: 433910.101 ±(99.9%) 4544.751 ns/op
# Warmup Iteration   4: 431958.199 ±(99.9%) 4414.567 ns/op
# Warmup Iteration   5: 431033.585 ±(99.9%) 4337.932 ns/op
Iteration   1: 430590.630 ±(99.9%) 4469.159 ns/op
                 p0.00:   359936.000 ns/op
                 p0.50:   399360.000 ns/op
                 p0.90:   478617.600 ns/op
                 p0.95:   544768.000 ns/op
                 p0.99:   822722.560 ns/op
                 p0.999:  2240905.216 ns/op
                 p0.9999: 2563075.277 ns/op
                 p1.00:   2592768.000 ns/op

Iteration   2: 433779.748 ±(99.9%) 4591.734 ns/op
                 p0.00:   363008.000 ns/op
                 p0.50:   400384.000 ns/op
                 p0.90:   481792.000 ns/op
                 p0.95:   551936.000 ns/op
                 p0.99:   939991.040 ns/op
                 p0.999:  2237497.344 ns/op
                 p0.9999: 2768704.307 ns/op
                 p1.00:   2842624.000 ns/op

Iteration   3: 431791.973 ±(99.9%) 4472.731 ns/op
                 p0.00:   362496.000 ns/op
                 p0.50:   400384.000 ns/op
                 p0.90:   481280.000 ns/op
                 p0.95:   543744.000 ns/op
                 p0.99:   809123.840 ns/op
                 p0.999:  2247008.256 ns/op
                 p0.9999: 2898095.309 ns/op
                 p1.00:   3035136.000 ns/op

Iteration   4: 431678.408 ±(99.9%) 4459.965 ns/op
                 p0.00:   359424.000 ns/op
                 p0.50:   399872.000 ns/op
                 p0.90:   481792.000 ns/op
                 p0.95:   543744.000 ns/op
                 p0.99:   865423.360 ns/op
                 p0.999:  2201882.624 ns/op
                 p0.9999: 2431498.650 ns/op
                 p1.00:   2437120.000 ns/op

Iteration   5: 431883.366 ±(99.9%) 4379.600 ns/op
                 p0.00:   361472.000 ns/op
                 p0.50:   400384.000 ns/op
                 p0.90:   482816.000 ns/op
                 p0.95:   546816.000 ns/op
                 p0.99:   814981.120 ns/op
                 p0.999:  2218385.408 ns/op
                 p0.9999: 2330202.112 ns/op
                 p1.00:   2351104.000 ns/op



Result "org.sample.ECDSABenchmark.benchmarkVerification":
  N = 337173
  mean = 428878.523 ±(99.9%) 889.748 ns/op

  Histogram, ns/op:
    [      0.000,  500000.000) = 310684 
    [ 500000.000, 1000000.000) = 23318 
    [1000000.000, 1500000.000) = 98 
    [1500000.000, 2000000.000) = 2259 
    [2000000.000, 2500000.000) = 792 
    [2500000.000, 3000000.000) = 13 
    [3000000.000, 3500000.000) = 4 
    [3500000.000, 4000000.000) = 1 
    [4000000.000, 4500000.000) = 0 
    [4500000.000, 5000000.000) = 0 
    [5000000.000, 5500000.000) = 0 
    [5500000.000, 6000000.000) = 0 
    [6000000.000, 6500000.000) = 0 
    [6500000.000, 7000000.000) = 0 
    [7000000.000, 7500000.000) = 3 

  Percentiles, ns/op:
      p(0.0000) = 345600.000 ns/op
     p(50.0000) = 397824.000 ns/op
     p(90.0000) = 479232.000 ns/op
     p(95.0000) = 544768.000 ns/op
     p(99.0000) = 880906.240 ns/op
     p(99.9000) = 2133303.296 ns/op
     p(99.9900) = 2421893.530 ns/op
     p(99.9990) = 7234693.530 ns/op
     p(99.9999) = 7512064.000 ns/op
    p(100.0000) = 7512064.000 ns/op


# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Sampling time
# Benchmark: org.sample.ECDSABenchmark.measureCpuUsage

# Run progress: 86.67% complete, ETA 00:16:42
# Fork: 1 of 5
# Warmup Iteration   1: 3175.612 ±(99.9%) 166.731 ns/op
# Warmup Iteration   2: 2049.684 ±(99.9%) 51.172 ns/op
# Warmup Iteration   3: 1885.755 ±(99.9%) 36.240 ns/op
# Warmup Iteration   4: 1856.040 ±(99.9%) 34.030 ns/op
# Warmup Iteration   5: 1988.132 ±(99.9%) 36.656 ns/op
Iteration   1: 1849.250 ±(99.9%) 32.476 ns/op
                 p0.00:   647.000 ns/op
                 p0.50:   1356.000 ns/op
                 p0.90:   2896.000 ns/op
                 p0.95:   3884.000 ns/op
                 p0.99:   7079.680 ns/op
                 p0.999:  20725.248 ns/op
                 p0.9999: 78290.176 ns/op
                 p1.00:   86016.000 ns/op

Iteration   2: 1854.677 ±(99.9%) 39.580 ns/op
                 p0.00:   661.000 ns/op
                 p0.50:   1350.000 ns/op
                 p0.90:   2908.000 ns/op
                 p0.95:   3817.200 ns/op
                 p0.99:   7064.000 ns/op
                 p0.999:  24535.168 ns/op
                 p0.9999: 111072.704 ns/op
                 p1.00:   128896.000 ns/op

Iteration   3: 1823.196 ±(99.9%) 35.641 ns/op
                 p0.00:   654.000 ns/op
                 p0.50:   1342.000 ns/op
                 p0.90:   2864.000 ns/op
                 p0.95:   3785.200 ns/op
                 p0.99:   7083.680 ns/op
                 p0.999:  21132.288 ns/op
                 p0.9999: 65482.022 ns/op
                 p1.00:   140288.000 ns/op

Iteration   4: 1844.462 ±(99.9%) 40.750 ns/op
                 p0.00:   663.000 ns/op
                 p0.50:   1356.000 ns/op
                 p0.90:   2880.000 ns/op
                 p0.95:   3798.000 ns/op
                 p0.99:   6736.800 ns/op
                 p0.999:  20924.480 ns/op
                 p0.9999: 76348.160 ns/op
                 p1.00:   251904.000 ns/op

Iteration   5: 1876.132 ±(99.9%) 46.433 ns/op
                 p0.00:   684.000 ns/op
                 p0.50:   1354.000 ns/op
                 p0.90:   2908.000 ns/op
                 p0.95:   3888.800 ns/op
                 p0.99:   7549.120 ns/op
                 p0.999:  24176.384 ns/op
                 p0.9999: 135190.630 ns/op
                 p1.00:   186624.000 ns/op


# Run progress: 88.00% complete, ETA 00:15:01
# Fork: 2 of 5
# Warmup Iteration   1: 3550.322 ±(99.9%) 212.367 ns/op
# Warmup Iteration   2: 2053.166 ±(99.9%) 53.986 ns/op
# Warmup Iteration   3: 1914.551 ±(99.9%) 40.930 ns/op
# Warmup Iteration   4: 1799.886 ±(99.9%) 37.056 ns/op
# Warmup Iteration   5: 1811.744 ±(99.9%) 36.219 ns/op
Iteration   1: 1846.894 ±(99.9%) 33.254 ns/op
                 p0.00:   706.000 ns/op
                 p0.50:   1300.000 ns/op
                 p0.90:   3036.000 ns/op
                 p0.95:   4344.000 ns/op
                 p0.99:   7241.680 ns/op
                 p0.999:  21517.440 ns/op
                 p0.9999: 66327.904 ns/op
                 p1.00:   81920.000 ns/op

Iteration   2: 1840.963 ±(99.9%) 40.556 ns/op
                 p0.00:   709.000 ns/op
                 p0.50:   1296.000 ns/op
                 p0.90:   3012.000 ns/op
                 p0.95:   4320.000 ns/op
                 p0.99:   7416.000 ns/op
                 p0.999:  22568.960 ns/op
                 p0.9999: 65422.336 ns/op
                 p1.00:   243712.000 ns/op

Iteration   3: 1847.018 ±(99.9%) 42.689 ns/op
                 p0.00:   720.000 ns/op
                 p0.50:   1292.000 ns/op
                 p0.90:   3016.000 ns/op
                 p0.95:   4282.000 ns/op
                 p0.99:   7718.800 ns/op
                 p0.999:  26848.000 ns/op
                 p0.9999: 116549.120 ns/op
                 p1.00:   131840.000 ns/op

Iteration   4: 1817.258 ±(99.9%) 46.742 ns/op
                 p0.00:   741.000 ns/op
                 p0.50:   1272.000 ns/op
                 p0.90:   2960.000 ns/op
                 p0.95:   3986.000 ns/op
                 p0.99:   7207.600 ns/op
                 p0.999:  27171.680 ns/op
                 p0.9999: 95880.128 ns/op
                 p1.00:   243200.000 ns/op

Iteration   5: 1807.205 ±(99.9%) 42.016 ns/op
                 p0.00:   739.000 ns/op
                 p0.50:   1270.000 ns/op
                 p0.90:   2968.000 ns/op
                 p0.95:   4152.000 ns/op
                 p0.99:   7140.880 ns/op
                 p0.999:  22379.136 ns/op
                 p0.9999: 98079.770 ns/op
                 p1.00:   210176.000 ns/op


# Run progress: 89.33% complete, ETA 00:13:21
# Fork: 3 of 5
# Warmup Iteration   1: 3054.795 ±(99.9%) 152.657 ns/op
# Warmup Iteration   2: 1921.063 ±(99.9%) 51.279 ns/op
# Warmup Iteration   3: 1830.144 ±(99.9%) 142.063 ns/op
# Warmup Iteration   4: 1699.237 ±(99.9%) 34.495 ns/op
# Warmup Iteration   5: 1706.196 ±(99.9%) 38.680 ns/op
Iteration   1: 1702.156 ±(99.9%) 33.449 ns/op
                 p0.00:   629.000 ns/op
                 p0.50:   1216.000 ns/op
                 p0.90:   2772.000 ns/op
                 p0.95:   3708.000 ns/op
                 p0.99:   6816.000 ns/op
                 p0.999:  22786.048 ns/op
                 p0.9999: 63861.568 ns/op
                 p1.00:   128128.000 ns/op

Iteration   2: 1729.529 ±(99.9%) 36.950 ns/op
                 p0.00:   612.000 ns/op
                 p0.50:   1221.000 ns/op
                 p0.90:   2784.000 ns/op
                 p0.95:   3909.400 ns/op
                 p0.99:   7216.000 ns/op
                 p0.999:  23203.872 ns/op
                 p0.9999: 86618.496 ns/op
                 p1.00:   105344.000 ns/op

Iteration   3: 1709.371 ±(99.9%) 31.966 ns/op
                 p0.00:   606.000 ns/op
                 p0.50:   1212.000 ns/op
                 p0.90:   2788.000 ns/op
                 p0.95:   4087.200 ns/op
                 p0.99:   7168.000 ns/op
                 p0.999:  20595.456 ns/op
                 p0.9999: 64927.744 ns/op
                 p1.00:   103296.000 ns/op

Iteration   4: 1702.270 ±(99.9%) 35.627 ns/op
                 p0.00:   617.000 ns/op
                 p0.50:   1212.000 ns/op
                 p0.90:   2744.000 ns/op
                 p0.95:   3623.600 ns/op
                 p0.99:   6708.560 ns/op
                 p0.999:  20227.040 ns/op
                 p0.9999: 66494.829 ns/op
                 p1.00:   165632.000 ns/op

Iteration   5: 1696.449 ±(99.9%) 33.953 ns/op
                 p0.00:   600.000 ns/op
                 p0.50:   1208.000 ns/op
                 p0.90:   2756.000 ns/op
                 p0.95:   3716.000 ns/op
                 p0.99:   6934.080 ns/op
                 p0.999:  21521.216 ns/op
                 p0.9999: 77370.522 ns/op
                 p1.00:   108160.000 ns/op


# Run progress: 90.67% complete, ETA 00:11:41
# Fork: 4 of 5
